,SaleID,price,price
885,,,1634.3684
886,,,7533.229
887,,,1300.0558
888,,,968.9842
889,,,2343.6548
890,,,1773.128
891,,,840.64014
892,,,5377.158
893,,,1295.9287
894,,,922.7431
895,,,6202.9985
896,,,3327.383
897,,,1738.649
898,,,13280.625
899,,,4099.2056
900,,,6042.3496
901,,,2691.7937
902,,,16649.424
903,,,368.16263
904,,,852.08966
905,,,1925.3451
906,,,9228.906
907,,,1229.913
908,,,651.09344
909,,,224.16766
910,,,1514.5419
911,,,775.84625
912,,,3901.8809
913,,,4715.014
914,,,4928.6353
915,,,2965.0986
916,,,1719.5764
917,,,14270.148
918,,,803.2184
919,,,3871.8481
920,,,1139.6155
921,,,6090.108
922,,,798.8742
923,,,14808.745
924,,,1239.5085
925,,,7898.0654
926,,,576.2635
927,,,315.7378
928,,,5241.5176
929,,,912.8884
930,,,13045.292
931,,,2079.28
932,,,1051.0411
933,,,18359.518
934,,,7549.298
935,,,1699.4987
936,,,4983.031
937,,,30183.951
938,,,11597.733
939,,,3379.733
940,,,2670.065
941,,,331.33746
942,,,620.06226
943,,,2115.2544
944,,,18418.92
945,,,1595.4998
946,,,1297.7301
947,,,887.97925
948,,,8089.899
949,,,18104.885
950,,,4846.4126
951,,,8039.723
952,,,12929.958
953,,,1931.2761
954,,,1271.0427
955,,,20542.771
956,,,4732.312
957,,,2672.8494
958,,,1295.0162
959,,,1127.6738
960,,,3389.2412
961,,,4881.981
962,,,8553.042
963,,,1121.8666
964,,,2301.3022
965,,,6332.291
966,,,1666.4808
967,,,4321.564
968,,,3552.4236
969,,,3822.6272
970,,,13872.276
971,,,1208.2325
972,,,4023.4258
973,,,10639.571
974,,,17478.191
975,,,3411.4807
976,,,28127.412
977,,,12545.233
978,,,2259.0476
979,,,596.00946
980,,,9718.705
981,,,1821.9131
982,,,6614.298
983,,,835.5954
984,,,619.3315
985,,,26956.629
986,,,13843.213
987,,,1126.669
988,,,312.24988
989,,,1409.7313
990,,,492.99203
991,,,1315.7983
992,,,2778.6252
993,,,378.99167
994,,,3095.9993
995,,,1687.8816
996,,,6556.3794
997,,,109.06092
998,,,1444.9678
999,,,8908.475
1000,,,4383.8345
1001,,,8284.297
1002,,,17833.6
1003,,,14394.484
1004,,,438.17313
1005,,,473.79688
1006,,,5106.6274
1007,,,1586.9803
1008,,,6241.3257
1009,,,2711.4246
1010,,,8030.9478
1011,,,12890.654
1012,,,3477.0474
1013,,,10922.9375
1014,,,2329.0754
1015,,,5328.078
1016,,,1484.4535
1017,,,2743.8428
1018,,,2329.7444
1019,,,12590.435
1020,,,7520.0557
1021,,,1987.7311
1022,,,7070.9033
1023,,,31502.348
1024,,,6225.463
1025,,,2763.2373
1026,,,5457.8574
1027,,,4037.717
1028,,,3957.3354
1029,,,1558.7712
1030,,,6523.9346
1031,,,15181.984
1032,,,536.4787
1033,,,9102.837
1034,,,248.0186
1035,,,4483.7017
1036,,,1126.7958
1037,,,1604.4193
1038,,,1377.6321
1039,,,4343.0073
1040,,,1478.2552
1041,,,292.64767
1042,,,3276.0188
1043,,,929.8225
1044,,,6089.5273
1045,,,3774.482
1046,,,2086.53
1047,,,741.8369
1048,,,6978.448
1049,,,691.31396
1050,,,6402.0283
1051,,,1250.6313
1052,,,4477.7437
1053,,,716.6001
1054,,,2944.837
1055,,,4071.1829
1056,,,2881.3826
1057,,,1867.0858
1058,,,8751.077
1059,,,10155.693
1060,,,516.99927
1061,,,11025.858
1062,,,2888.2532
1063,,,23428.191
1064,,,1916.7739
1065,,,682.1268
1066,,,1197.7922
1067,,,15426.716
1068,,,12484.717
1069,,,2538.6348
1070,,,24961.873
1071,,,533.98846
1072,,,2561.6785
1073,,,2379.364
1074,,,22409.383
1075,,,3366.8772
1076,,,1570.3999
1077,,,7450.5386
1078,,,2039.7551
1079,,,9493.476
1080,,,2821.4233
1081,,,17436.617
1082,,,5565.062
1083,,,1013.5372
1084,,,866.2626
1085,,,1187.4744
1086,,,12529.15
1087,,,1406.5994
1088,,,7565.769
1089,,,6547.293
1090,,,7913.7344
1091,,,574.7949
1092,,,7298.1523
1093,,,1592.9296
1094,,,5445.897
1095,,,2058.4617
1096,,,3039.1667
1097,,,391.3812
1098,,,5199.4204
1099,,,515.59863
1100,,,1751.1992
1101,,,8136.289
1102,,,2743.7524
1103,,,3433.2239
1104,,,2572.5503
1105,,,5380.5596
1106,,,703.73224
1107,,,969.5426
1108,,,2039.7424
1109,,,7452.351
1110,,,3399.5774
1111,,,4215.4077
1112,,,10354.871
1113,,,7221.8574
1114,,,4724.5947
1115,,,22016.896
1116,,,835.33057
1117,,,854.2887
1118,,,1253.2129
1119,,,4756.4375
1120,,,3588.356
1121,,,2748.1548
1122,,,8694.114
1123,,,6795.224
1124,,,12185.045
1125,,,1733.2439
1126,,,219.97127
1127,,,11041.381
1128,,,7540.3237
1129,,,19994.36
1130,,,3396.106
1131,,,2470.4683
1132,,,4707.1543
1133,,,1385.5446
1134,,,7458.5947
1135,,,2041.8688
1136,,,5675.4976
1137,,,624.32886
1138,,,350.38892
1139,,,5448.313
1140,,,11499.045
1141,,,609.8082
1142,,,2061.6606
1143,,,7615.5215
1144,,,2042.7612
1145,,,7436.226
1146,,,3527.9766
1147,,,3094.328
1148,,,1810.1497
1149,,,772.6084
1150,,,3848.5903
1151,,,11443.084
1152,,,1270.118
1153,,,1824.6881
1154,,,6794.5825
1155,,,4346.6797
1156,,,1385.0779
1157,,,1003.684
1158,,,1272.7842
1159,,,1645.4996
1160,,,623.42755
1161,,,2776.1887
1162,,,782.7149
1163,,,8567.518
1164,,,2036.0354
1165,,,1153.0387
1166,,,3287.6086
1167,,,778.5603
1168,,,882.0282
1169,,,1634.5166
1170,,,12837.762
1171,,,6977.636
1172,,,13581.386
1173,,,15643.908
1174,,,477.1084
1175,,,1057.958
1176,,,1859.7958
1177,,,1755.8324
1178,,,5146.9033
1179,,,859.95715
1180,,,2196.0408
1181,,,13647.751
1182,,,651.1326
1183,,,2305.3987
1184,,,2349.4475
1185,,,2418.126
1186,,,779.72577
1187,,,13448.801
1188,,,3774.3198
1189,,,30260.533
1190,,,2458.111
1191,,,10234.631
1192,,,4422.176
1193,,,921.75916
1194,,,466.50314
1195,,,4366.573
1196,,,7227.1084
1197,,,4494.6724
1198,,,4746.5796
1199,,,907.0469
1200,,,5248.857
1201,,,177.89629
1202,,,20185.807
1203,,,1181.668
1204,,,2689.6143
1205,,,2132.2458
1206,,,2724.948
1207,,,3823.2144
1208,,,10457.795
1209,,,426.35938
1210,,,6674.243
1211,,,195.11165
1212,,,20708.5
1213,,,7541.777
1214,,,20852.045
1215,,,1381.4495
1216,,,1534.784
1217,,,128.20695
1218,,,1798.6792
1219,,,639.6736
1220,,,3050.1545
1221,,,3332.4402
1222,,,3048.5837
1223,,,9917.32
1224,,,13857.916
1225,,,4356.6294
1226,,,918.4006
1227,,,3345.6975
1228,,,1953.7717
1229,,,14142.368
1230,,,4397.832
1231,,,5293.429
1232,,,16975.72
1233,,,4887.3394
1234,,,29610.285
1235,,,21174.86
1236,,,2918.9534
1237,,,14553.746
1238,,,1332.7722
1239,,,10204.834
1240,,,1119.0597
1241,,,7375.2183
1242,,,1453.3964
1243,,,2448.1162
1244,,,8497.546
1245,,,4313.335
1246,,,641.0627
1247,,,23104.826
1248,,,497.01154
1249,,,7359.2954
1250,,,3759.569
1251,,,5480.404
1252,,,1100.9867
1253,,,6930.2393
1254,,,8181.6733
1255,,,9766.048
1256,,,29074.74
1257,,,1434.4343
1258,,,9065.676
1259,,,2963.3354
1260,,,42462.156
1261,,,4921.9688
1262,,,790.24176
1263,,,5712.4346
1264,,,16109.957
1265,,,855.01086
1266,,,198.0299
1267,,,569.8203
1268,,,1675.0607
1269,,,7986.963
1270,,,1696.549
1271,,,5949.314
1272,,,6920.232
1273,,,501.8501
1274,,,1265.0652
1275,,,6455.4307
1276,,,2931.5967
1277,,,1090.9781
1278,,,11431.783
1279,,,3556.8352
1280,,,3839.5076
1281,,,1151.6671
1282,,,2817.6628
1283,,,1520.4481
1284,,,2707.511
1285,,,1472.2268
1286,,,1732.1023
1287,,,467.538
1288,,,1601.0225
1289,,,332.88583
1290,,,2449.0974
1291,,,6481.64
1292,,,4341.9634
1293,,,3588.2327
1294,,,3089.2195
1295,,,5127.0044
1296,,,2750.993
1297,,,2062.9573
1298,,,481.84796
1299,,,895.6743
1300,,,21557.576
1301,,,4171.956
1302,,,13436.429
1303,,,2603.3323
1304,,,9457.38
1305,,,4419.477
1306,,,8550.733
1307,,,1002.18616
1308,,,4148.4473
1309,,,3002.7104
1310,,,13242.365
1311,,,5088.588
1312,,,28704.033
1313,,,31974.812
1314,,,3055.7
1315,,,1121.1279
1316,,,2448.797
1317,,,5624.9883
1318,,,8477.081
1319,,,2181.9546
1320,,,4785.431
1321,,,724.86163
1322,,,9294.833
1323,,,5476.9395
1324,,,6017.7095
1325,,,9662.215
1326,,,10948.961
1327,,,1357.6648
1328,,,4059.4636
1329,,,838.8709
1330,,,18200.658
1331,,,3719.8284
1332,,,8610.97
1333,,,16643.059
1334,,,1739.9028
1335,,,15644.849
1336,,,558.32983
1337,,,9785.441
1338,,,5485.4663
1339,,,2545.6052
1340,,,12951.508
1341,,,9931.301
1342,,,44186.766
1343,,,4374.6943
1344,,,8431.458
1345,,,29113.725
1346,,,16517.281
1347,,,625.21094
1348,,,620.6551
1349,,,8059.6772
1350,,,3633.8054
1351,,,1579.6012
1352,,,475.86932
1353,,,1001.07935
1354,,,7290.4995
1355,,,12043.314
1356,,,11614.481
1357,,,7084.1006
1358,,,4063.3418
1359,,,5074.9863
1360,,,1985.7728
1361,,,8363.865
1362,,,9640.665
1363,,,9387.695
1364,,,8189.356
1365,,,8882.004
1366,,,13128.72
1367,,,18371.762
1368,,,2583.409
1369,,,5345.0083
1370,,,13515.602
1371,,,3239.793
1372,,,26985.953
1373,,,1467.2742
1374,,,9329.392
1375,,,1355.0964
1376,,,661.92865
1377,,,6402.0347
1378,,,2905.002
1379,,,14338.17
1380,,,989.3736
1381,,,2362.274
1382,,,14990.793
1383,,,2881.8691
1384,,,498.17865
1385,,,7866.039
1386,,,3659.4045
1387,,,7614.694
1388,,,10614.577
1389,,,3069.174
1390,,,35788.223
1391,,,825.91345
1392,,,2462.1245
1393,,,1892.0593
1394,,,8405.45
1395,,,17338.463
1396,,,10001.128
1397,,,9623.32
1398,,,6280.7583
1399,,,2386.9946
1400,,,1065.385
1401,,,2942.4204
1402,,,3167.4597
1403,,,11934.926
1404,,,3999.9675
1405,,,1918.7053
1406,,,30233.822
1407,,,22539.768
1408,,,8601.391
1409,,,9262.019
1410,,,435.103
1411,,,1979.7444
1412,,,6328.3184
1413,,,16652.902
1414,,,6885.6914
1415,,,1655.4281
1416,,,1314.7057
1417,,,904.4962
1418,,,1132.2069
1419,,,14477.741
1420,,,17439.262
1421,,,10816.953
1422,,,965.9151
1423,,,8157.2534
1424,,,10680.627
1425,,,972.7778
1426,,,1079.4241
1427,,,3521.0771
1428,,,4333.1177
1429,,,2284.1602
1430,,,11670.379
1431,,,10753.014
1432,,,945.07837
1433,,,2006.6173
1434,,,411.31323
